ID_Cod,Proprietario_Nome,Proprietario_DatasExtremas,Proprietario_Titulo,Proprietario_Titulo_DatasExtremas,TipoDoc,Descricao,Obra,AtribuicaoAlternatObra,Sinopse_Obra,ProbAtribObra,GenLit_Descricao,TradicaoIntelectual_Obra,AtribuicaoAlternatAutor,Nome_Autor,BioAbreviada_Autor,EstatutoAutor,NumCopias,OrigemGeografica_Autor,LocalNasc_Autor,Latitude_Autor,Longitude_Autor,Expr1010,CatLit_Descricao,ProbAtribAutor,EpocaHistorica_Autor,DataNasc_Autor,DataMorte_Autor,Idioma
LEO053,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,quatro livros de rezar de purgaminho,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO061,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Sermones iiij novissimorum,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO062,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Sermones iiij novissimorum,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO060,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Sermones iiij novissimorum,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO052,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,quatro livros de rezar de purgaminho,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO051,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,quatro livros de rezar de purgaminho,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO050,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,quatro livros de rezar de purgaminho,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO048,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,dous Salteiros grandes e II pequenos,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO047,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,dous Salteiros grandes e II pequenos,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO046,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,dous Salteiros grandes e II pequenos,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO045,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,quatro Breviayros,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO044,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,quatro Breviayros,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO063,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Vitas Patrum,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO077,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Exposiçam de Evangelhos e Epistolas,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO049,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,dous Salteiros grandes e II pequenos,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO073,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Boecio. De consolagam,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO085,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Das cousas que ha em Roma,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO084,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Conclusiones Scoti,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO083,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Speculum sapientie,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO082,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Sam Bernardo ad sororem,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO080,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Paixam dos Martires,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO078,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,De doutrina cristãa,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO079,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Natura angelica,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO076,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Sermões de Sam Grissostomo,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO075,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Flos Sanctorum,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO074,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Livro dos boos costumes,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO064,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Suplimentum das Cronicas,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO072,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Estoria de Melosina,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO071,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,"Autos dos Apostolos, dous",Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO070,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,"Autos dos Apostolos, dous",Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO069,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Compendio da saude humana,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO068,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Spelho da vida húmana,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO067,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,dous de Christina,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO066,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,dous de Christina,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO065,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Dos vicios e das virtudes,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO043,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,quatro Breviayros,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO007,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,De ornatu mulierum dialogus,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO019,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,A paixam dos Mártires,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO018,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Ethica,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO017,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Meditacoes de Santo Agustinho,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO016,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,De conformitate vite beati Francisci,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO015,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Sermones discipuli,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO014,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,De electione Romani Pontificis,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO013,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Liber Cataldi,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO012,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Racional,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO020,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,A vida de Nossa Senhora,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO009,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Bautistiniana,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO010,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Pontifical de forma,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO006,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Omelia diversorum autorum,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO005,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Memotrecus,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO004,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Stella clericorum,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO003,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,De conformitate [vite] beati Francisci,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO002,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Duas Brivias pequenas,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO001,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Duas Brivias pequenas,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO081,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Doutrina evangélica,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO042,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,quatro Breviayros,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO011,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Pontifical de pena velho,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO041,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Missal domingal,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO040,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,V.º missays. s. 1 de pena,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO008,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Preceptorium Nider,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO021,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Milagres de Nossa Senhora,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO038,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,V.º missays. s. 1 de pena,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO037,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,V.º missays. s. 1 de pena,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO036,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,V.º missays. s. 1 de pena,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO034,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,De agricultura,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO039,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,V.º missays. s. 1 de pena,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO033,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Lucio Apuleio,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO032,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Bosco deleitoso,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO025,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Sermões de Sam Bernardo ad sororem,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO022,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Contra os juizos dos strologos,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO023,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Coroaçam de Joham de Mena,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO035,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Exemplario,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO024,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Contemplaçam da paixam de Sam Joham,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO026,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Domingal do Breviairo de pena,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO027,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,De proprietatibus rerum,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO028,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Cronica de Boemia,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO029,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Etas mundi,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO030,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Marco Paulo,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
LEO031,D. Leonor de Viseu,1458-1525,Rainha de Portugal,1470-1525,Inventário,Exemplario,Por classificar,,,,Por classificar,,,Por classificar,,Autor,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,Por classificar,,Indeterminada,,,
PED063,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Libre en pergamins,,,,,,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
PED072,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Lo Mestre de les Sentencias,,,,,Teologia,,,Pedro Lombardo (Petrus Lombardus),,,1,Península Itálica,Lumellogno,45° 25′ 0″ N,8° 36′ 0″ E,,Espiritualidade e religiosidade,,Idade Média Central (XI-XIII),,,
PED071,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Breviari roma,,,,,Liturgia,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Espiritualidade e religiosidade,,Baixa Idade Média (XIV-XV),,,
PED069,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Liber Quartus,,,,,,,,Tomás de Aquino (Thomas Aquinas),,,1,Península Itálica,Roccasecca,41° 33′ 0″ N,13° 41′ 0″ E,,,,Idade Média Central (XI-XIII),,,
PED068,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Les Constitutiones e usatges de Cathalunya,,,,,Direito,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,Jurídica,,Baixa Idade Média (XIV-XV),,,
PED067,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Diversos Tractats,,,,,,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
PED066,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Declamaciones,,,,,,,,Séneca (Lucius Annaeus Seneca),,,1,Península Itálica,Córdova,37° 53′ 0″ N,4° 46′ 0″ W,,,,Antiguidade Clássica (V aC-III),,,
PED065,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Sidracho lo Philosopho,,,,,,,,Sidraco,,,1,,,,,,,,Idade Média Central (XI-XIII),,,
PED064,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Liber,,,,,,,,"Justino (Marcus Junianus Justinus)




)",,,1,Península Itálica,Roma,41° 53′ 24″ N,12° 28′ 58″ E,,,,Antiguidade Clássica (V aC-III),,,
PED070,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Livro das Virtudes,,,,,,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
PED062,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Coroniques deis Reyes darago e Comts de Barcelona,,,,,,,,"Pedro, o Cerimonioso",,,1,Península Ibérica (Catalunha),Balaguer,41° 47′ 0″ N,0° 48′ 0″ E,,,,Baixa Idade Média (XIV-XV),,,
PED061,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Orto de Esposo,,,,,,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,,,Baixa Idade Média (XIV-XV),,,
PED060,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De Etymologia,,,,,,,,Isidoro de Sevilha,,,1,Península Ibérica,Cartagena,37° 36′ 0″ N,0° 59′ 0″ W,,,,Antiguidade Tardia (III-VIII),,,
PED059,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,De laude Criatoris,,,,,,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,,,Baixa Idade Média (XIV-XV),,,
PED058,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Speculum ecclesie mundi,,,,,,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
PED057,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,La contemplado de la Reyna,,,,,,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
PED056,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Salusti,,,,,,,,"Salústio (Gaius Sallustius Crispus)

)",,,1,Península Itálica,Amiternum,42° 25′ 0″ N,13° 17′ 0″ E,,,,Antiguidade Clássica (V aC-III),,,
PED055,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Les coroniques de Spanya,,,,,,,,Pere Miquel Carbonell,,,1,Península Ibérica (Catalunha),Barcelona,41° 23′ 0″ N,2° 10′ 0″ E,,,,Baixa Idade Média (XIV-XV),,,
PED053,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Commentaria,,,,,,,,Por classificar,,,1,Não Aplicável,Não Aplicável,Não Aplicável,Não Aplicável,,,,Indeterminada,,,
PED052,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Missalet de Cesar,,,,,,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,,,Baixa Idade Média (XIV-XV),,,
PED073,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Parabole Salomonis,,,,,,,,Anónimo (Geral),,,1,Desconhecido,Desconhecido,Não Aplicável,Não Aplicável,,,,Baixa Idade Média (XIV-XV),,,
PED095,D. Pedro,1429-1466,Condestável de Portugal,1443-?,Livro de Receitas e Despesas,Joan Bocaci,,,,,,,,Giovanni Bocácio,,,1,Península Itálica,Certaldo,43° 34′ 0″ N,11° 2′ 0″ E,,,,Baixa Idade Média (XIV-XV),,,
