ID_Cod,Proprietario_Nome,Proprietario_DatasExtremas,Proprietario_Titulo,Proprietario_Titulo_DatasExtremas,TipoDoc,Descricao,Obra,AtribuicaoAlternatObra,Sinopse_Obra,ProbAtribObra,GenLit_Descricao,TradicaoIntelectual_Obra,AtribuicaoAlternatAutor,Nome_Autor,BioAbreviada_Autor,EstatutoAutor,NumCopias,OrigemGeografica_Autor,LocalNasc_Autor,Latitude_Autor,Longitude_Autor,LocalMorte_Autor,CatLit_Descricao,ProbAtribAutor,EpocaHistorica_Autor,DataNasc_Autor,DataMorte_Autor,Idioma,Forma,Suporte,DataProdOriginal_Obra,LugarProdOriginal_Obra,CopiasArquivisticas_Obra,EdicoesTextuais_Obra
100,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Dialectica de Aristoteles,Tópicos (Topika),,Em classificação,Em classificação,Lógica,Oratória clássica,,Aristóteles,Em classificação,Em classificação,1,Grécia,Estagira,"40° 23' 0"" N","23° 47' 0"" E",Calcis,Filosofia e Artes liberais,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
101,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Dialectica de Avicena (Liber de Syllogismo et Demonstratione),Sobre a Lógica,,Em classificação,Em classificação,Lógica,Filosofia islâmica,,Avicena (Ibn-Sina),Em classificação,Em classificação,1,Médio Oriente,Afshana,"39° 46' 0"" N","64° 25' 0"" E",Hamadan,Filosofia e Artes liberais,Em classificação,Idade Média Central (XI-XIII),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
102,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Valerio Maximo,Feitos e ditos memoráveis (Facta et Dicta Memorabilia),,Em classificação,Em classificação,Contos morais e exemplares,Ética romana,,Valério Máximo (Gaius Valerius Maximus),Em classificação,Em classificação,1,Península Itálica,Roma,"41° 53' 24"" N","12° 28' 58"" E",Roma,Moralidades,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
103,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Epistolas de Seneca com outros Tratados,Epístolas a Lucílio (Epistulae Morales ad Lucilium),,Em classificação,Em classificação,Filosofia,Ética romana,,Séneca (Lucius Annaeus Seneca),Em classificação,Em classificação,1,Península Ibérica,Córdova,"37° 53' 0"" N","4° 46' 0"" W",Roma,Filosofia e Artes liberais,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
104,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Regimento de príncipes picado de ouro nas tavoas e as cobertoiras vermelhas,Regimento de Príncipes,,Em classificação,Em classificação,Literatura didática,Ética cavaleiresca,,Gil de Roma,Em classificação,Em classificação,1,Península Itálica,Roma,"41° 53' 24"" N","12° 28' 58"" E",Paris,Técnica,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
105,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Pastoral de letra antiga,Pastoral,,Em classificação,Em classificação,Espiritualidade cristã,Pastoral cristã,,"Gregório I, Papa",Em classificação,Em classificação,1,Península Itálica,Roma,"41° 53' 24"" N","12° 28' 58"" E",Roma,Espiritualidade e religiosidade,Em classificação,Antiguidade Tardia (III-VIII),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
106,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Declaraçam sobre as Epistolas de Seneca,Comentários às Epístolas de Séneca,Contam-se entre os diversos comentadores medievais,Em classificação,Em classificação,Filosofia,Em classificação,,Anónimo (Geral),Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,Filosofia e Artes liberais,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
107,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Agricultura que foi de João Pereira,Sobre a Agricultura (De re rustica),,Em classificação,Em classificação,Agricultura,Agronomia romana,,Columela (Lucius Junius Moderatus Columella),Em classificação,Autor,1,Península Ibérica,"Gades, i.e. Cádis","36° 31' 0"" N","6° 17' 0"" W",Roma,Técnica,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
108,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Livro da Quinta Essentia,Livro da Quinta Essência,,Em classificação,Em classificação,Alquimia,Alquimia,,Raimundo Lúlio (Ramon Llull),Em classificação,Em classificação,1,Península Ibérica (Catalunha),Palma de Maiorca,"39° 34' 0"" N","2° 39' 0"" E",Túnis,Técnica,Em classificação,Idade Média Central (XI-XIII),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
109,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Hum livro pequeno que começa: Si cupis esse memor,Indeterminada,,Em classificação,Em classificação,Filosofia,Indeterminada,,Raimundo Lúlio (Ramon Llull),Em classificação,Em classificação,1,Península Ibérica (Catalunha),Palma de Maiorca,"39° 34' 0"" N","2° 39' 0"" E",Túnis,Filosofia e Artes liberais,Em classificação,Idade Média Central (XI-XIII),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
110,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,"Outro dito livro pequeno, que começa: Domino meo illustri potenti domino comite Nicolao de Petraldo",Indeterminada,,Em classificação,Em classificação,Desconhecido,Indeterminada,,Anónimo (Geral),Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,Desconhecida,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
111,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Os Cadernos da Confissão que escreveu João Calado,Em classificação,,Em classificação,Em classificação,Liturgia,Em classificação,,Anónimo (Geral),Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
112,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Livro dos Evangelhos,Evangeliário,,Em classificação,Em classificação,Bíblia / Escrituras,Em classificação,,Anónimo (Antiguidade Clássica),Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,Espiritualidade e religiosidade,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
113,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Actos dos Apostolos,Atos dos Apóstolos,,Em classificação,Em classificação,Bíblia / Escrituras,Textos sagrados,,"Lucas, o Evangelista",Em classificação,Em classificação,1,Próximo Oriente,"Antioquia, i.e. Antakya","36° 12' 0"" N","36° 9' 0"" E",Beócia,Espiritualidade e religiosidade,Em classificação,Em classificação,?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
114,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Genesy,Genealogia dos Deuses dos Pagãos (Genealogia deorum gentilium),,Em classificação,Em classificação,Mitologia,Mitologia clássica,,Giovanni Bocácio,Em classificação,Em classificação,1,Península Itálica,Certaldo,"43° 34' 0"" N","11° 2' 0"" E",Certaldo,Outra,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
115,D. Duarte,1391-1438,Rei de Portugal,1433-1438,Diário,Estoria Geral,Historia Geral de Espanha,,Em classificação,Em classificação,Historiografia,Em classificação,,Anónimo (Geral),Em classificação,Em classificação,1,?,?,Não Aplicável,Não Aplicável,?,História,Em classificação,Baixa Idade Média (XIV-XV),?,?,Em classificação,Em classificação,Em classificação,,,Em classificação,Em classificação
